llm_posemo,llm_negemo,llm_anxiety,llm_anger,llm_sadness,llm_cogproc,llm_tentativeness,llm_self_focus,llm_social,llm_work,llm_time_pressure,llm_somatic,llm_coping
0.12,0.55,0.42,0.0,0.0,0.48,0.38,0.72,0.08,0.62,0.18,0.44,0.22
0.22,0.55,0.32,0.03,0.02,0.46,0.34,0.62,0.18,0.58,0.28,0.42,0.24
0.34,0.62,0.33,0.24,0.05,0.46,0.28,0.72,0.22,0.66,0.3,0.44,0.48
0.18,0.62,0.22,0.03,0.04,0.46,0.28,0.78,0.02,0.86,0.44,0.22,0.52
0.62,0.12,0.03,0.0,0.0,0.34,0.06,0.78,0.22,0.28,0.03,0.08,0.26
0.22,0.08,0.04,0.0,0.0,0.28,0.12,0.62,0.18,0.22,0.03,0.24,0.34
0.22,0.38,0.18,0.02,0.03,0.34,0.26,0.62,0.01,0.78,0.22,0.1,0.44
0.0,0.55,0.6,0.35,0.0,0.1,0.05,0.25,0.35,0.3,0.0,0.0,0.0
0.08,0.62,0.06,0.12,0.38,0.18,0.22,0.86,0.18,0.34,0.1,0.3,0.44
0.12,0.62,0.1,0.28,0.44,0.18,0.22,0.66,0.34,0.3,0.1,0.38,0.14
0.45,0.18,0.03,0.0,0.08,0.12,0.0,0.55,0.0,0.12,0.0,0.0,0.12
0.22,0.34,0.18,0.0,0.0,0.12,0.24,0.78,0.0,0.22,0.08,0.42,0.12
0.18,0.62,0.12,0.38,0.44,0.22,0.24,0.78,0.34,0.66,0.1,0.22,0.2
0.05,0.55,0.05,0.0,0.65,0.12,0.08,0.75,0.0,0.05,0.0,0.25,0.0
0.12,0.48,0.03,0.08,0.32,0.1,0.18,0.62,0.22,0.18,0.06,0.02,0.2
0.08,0.78,0.12,0.62,0.22,0.12,0.18,0.72,0.48,0.58,0.18,0.1,0.22
0.22,0.34,0.03,0.1,0.18,0.12,0.2,0.62,0.22,0.18,0.02,0.06,0.2
0.05,0.62,0.18,0.12,0.48,0.12,0.22,0.78,0.0,0.42,0.08,0.0,0.18
0.12,0.72,0.18,0.78,0.05,0.34,0.22,0.62,0.28,0.86,0.38,0.06,0.2
0.0,0.72,0.06,0.62,0.48,0.34,0.44,0.66,0.38,0.58,0.12,0.0,0.0
0.12,0.62,0.08,0.55,0.02,0.18,0.1,0.72,0.28,0.58,0.1,0.12,0.14
0.12,0.38,0.03,0.1,0.02,0.18,0.22,0.62,0.22,0.72,0.06,0.14,0.06
0.35,0.12,0.0,0.08,0.05,0.06,0.18,0.62,0.0,0.22,0.0,0.12,0.0
0.22,0.18,0.03,0.04,0.02,0.28,0.3,0.62,0.18,0.55,0.06,0.16,0.12
0.22,0.62,0.08,0.28,0.02,0.18,0.2,0.78,0.22,0.55,0.22,0.7,0.18
0.12,0.62,0.1,0.18,0.06,0.18,0.22,0.78,0.18,0.55,0.1,0.72,0.1
0.34,0.22,0.02,0.18,0.0,0.18,0.16,0.72,0.22,0.62,0.12,0.26,0.14
0.0,0.35,0.12,0.0,0.0,0.12,0.32,0.85,0.0,0.0,0.0,0.65,0.08
0.0,0.62,0.02,0.03,0.05,0.12,0.0,0.78,0.05,0.72,0.22,0.7,0.18
0.12,0.08,0.1,0.0,0.0,0.06,0.05,0.62,0.04,0.28,0.1,0.12,0.06
0.0,0.62,0.05,0.03,0.28,0.18,0.06,0.78,0.06,0.55,0.34,0.52,0.22
0.62,0.28,0.05,0.0,0.0,0.34,0.18,0.72,0.18,0.55,0.08,0.42,0.36
0.62,0.22,0.06,0.0,0.14,0.18,0.12,0.78,0.18,0.46,0.06,0.28,0.22
0.62,0.18,0.12,0.0,0.14,0.22,0.24,0.78,0.0,0.34,0.0,0.16,0.18
0.32,0.18,0.06,0.0,0.0,0.22,0.12,0.62,0.22,0.2,0.04,0.18,0.1
0.62,0.0,0.0,0.0,0.0,0.06,0.02,0.48,0.08,0.0,0.0,0.06,0.12
0.42,0.22,0.06,0.0,0.18,0.24,0.08,0.62,0.0,0.28,0.04,0.34,0.18
0.62,0.18,0.02,0.0,0.06,0.22,0.06,0.72,0.02,0.28,0.0,0.34,0.18
0.18,0.28,0.12,0.0,0.06,0.12,0.08,0.72,0.0,0.22,0.12,0.42,0.18
0.62,0.05,0.02,0.0,0.0,0.12,0.03,0.55,0.22,0.0,0.0,0.0,0.0
0.42,0.18,0.03,0.0,0.0,0.06,0.04,0.62,0.38,0.08,0.02,0.22,0.12
0.62,0.12,0.08,0.0,0.0,0.14,0.05,0.58,0.06,0.28,0.04,0.22,0.12
0.62,0.12,0.18,0.0,0.0,0.14,0.06,0.72,0.04,0.28,0.06,0.04,0.22
0.62,0.22,0.18,0.0,0.0,0.18,0.22,0.72,0.18,0.55,0.0,0.32,0.22
0.0,0.12,0.0,0.0,0.0,0.22,0.28,0.18,0.0,0.0,0.0,0.0,0.0
0.0,0.78,0.08,0.05,0.06,0.34,0.18,0.62,0.12,0.86,0.72,0.22,0.02
0.22,0.34,0.02,0.0,0.0,0.18,0.06,0.62,0.0,0.18,0.06,0.16,0.08
0.32,0.18,0.02,0.0,0.0,0.22,0.28,0.34,0.22,0.12,0.0,0.0,0.0
0.22,0.34,0.18,0.03,0.0,0.28,0.26,0.72,0.0,0.22,0.04,0.22,0.06
0.05,0.22,0.03,0.02,0.0,0.28,0.34,0.62,0.12,0.55,0.06,0.0,0.18
0.22,0.34,0.03,0.0,0.02,0.32,0.28,0.62,0.18,0.16,0.02,0.38,0.04
0.0,0.78,0.02,0.32,0.22,0.28,0.18,0.62,0.18,0.72,0.34,0.26,0.0
0.22,0.28,0.03,0.0,0.0,0.34,0.52,0.62,0.0,0.46,0.0,0.0,0.08
0.32,0.38,0.03,0.0,0.0,0.34,0.28,0.62,0.0,0.36,0.02,0.22,0.06
0.05,0.62,0.12,0.03,0.02,0.48,0.44,0.58,0.12,0.78,0.28,0.22,0.14
0.0,0.62,0.0,0.0,0.0,0.22,0.12,0.55,0.0,0.05,0.18,0.9,0.0
0.0,0.35,0.05,0.0,0.0,0.35,0.45,0.6,0.0,0.15,0.35,0.0,0.0
0.02,0.62,0.05,0.0,0.0,0.22,0.18,0.55,0.0,0.48,0.18,0.22,0.0
0.0,0.55,0.12,0.18,0.0,0.42,0.48,0.62,0.0,0.18,0.38,0.0,0.22
0.34,0.18,0.42,0.0,0.0,0.46,0.38,0.62,0.0,0.44,0.22,0.0,0.36
0.12,0.38,0.22,0.02,0.06,0.24,0.3,0.72,0.0,0.42,0.22,0.34,0.1
0.24,0.18,0.14,0.06,0.0,0.34,0.22,0.62,0.0,0.38,0.18,0.04,0.16
0.0,0.62,0.34,0.08,0.06,0.22,0.18,0.78,0.02,0.12,0.28,0.46,0.1
0.12,0.62,0.48,0.1,0.06,0.55,0.58,0.72,0.1,0.06,0.22,0.34,0.2
0.18,0.34,0.28,0.02,0.03,0.33,0.42,0.62,0.1,0.22,0.12,0.3,0.16
0.32,0.22,0.34,0.0,0.0,0.28,0.42,0.62,0.12,0.26,0.24,0.06,0.18
0.12,0.18,0.22,0.0,0.0,0.18,0.24,0.62,0.06,0.78,0.72,0.14,0.22
0.12,0.22,0.34,0.0,0.0,0.46,0.38,0.62,0.0,0.78,0.66,0.0,0.28
0.12,0.34,0.22,0.03,0.05,0.28,0.3,0.62,0.14,0.86,0.78,0.08,0.1
0.12,0.34,0.06,0.0,0.12,0.12,0.05,0.78,0.0,0.08,0.12,0.42,0.22
0.32,0.12,0.0,0.0,0.0,0.22,0.18,0.62,0.0,0.12,0.0,0.0,0.28
0.22,0.34,0.24,0.03,0.06,0.33,0.28,0.62,0.01,0.78,0.66,0.02,0.26
0.12,0.42,0.34,0.18,0.02,0.38,0.3,0.62,0.1,0.22,0.26,0.0,0.04
0.03,0.42,0.22,0.05,0.04,0.34,0.28,0.62,0.06,0.18,0.12,0.72,0.18
0.0,0.35,0.45,0.0,0.0,0.12,0.08,0.55,0.25,0.55,0.0,0.0,0.0
0.0,0.78,0.02,0.72,0.12,0.12,0.03,0.62,0.34,0.48,0.1,0.28,0.02
0.0,0.78,0.08,0.22,0.32,0.34,0.12,0.62,0.18,0.86,0.06,0.28,0.02
0.0,0.22,0.06,0.0,0.0,0.18,0.12,0.28,0.0,0.34,0.0,0.0,0.0
0.05,0.18,0.06,0.0,0.0,0.22,0.12,0.62,0.0,0.72,0.05,0.0,0.0
0.0,0.62,0.08,0.28,0.0,0.22,0.12,0.34,0.46,0.78,0.12,0.0,0.18
0.12,0.34,0.03,0.01,0.18,0.18,0.1,0.62,0.1,0.78,0.18,0.7,0.04
0.0,0.85,0.05,0.1,0.0,0.35,0.1,0.55,0.25,0.9,0.15,0.05,0.0
0.05,0.22,0.02,0.01,0.01,0.12,0.1,0.62,0.1,0.55,0.08,0.28,0.03
0.0,0.12,0.0,0.0,0.0,0.08,0.12,0.62,0.0,0.72,0.0,0.0,0.0
0.22,0.12,0.02,0.0,0.06,0.18,0.14,0.34,0.0,0.38,0.0,0.0,0.08
0.05,0.18,0.0,0.0,0.0,0.22,0.08,0.32,0.0,0.78,0.0,0.12,0.0
0.0,0.78,0.12,0.08,0.55,0.42,0.18,0.62,0.22,0.86,0.08,0.0,0.0
0.0,0.78,0.12,0.0,0.0,0.62,0.18,0.72,0.12,0.66,0.08,0.34,0.0
0.0,0.62,0.02,0.0,0.48,0.12,0.06,0.72,0.08,0.22,0.02,0.34,0.0
0.34,0.36,0.52,0.0,0.0,0.46,0.44,0.62,0.22,0.66,0.14,0.0,0.12
0.42,0.24,0.22,0.0,0.0,0.33,0.28,0.62,0.46,0.78,0.26,0.34,0.18
0.42,0.48,0.28,0.02,0.06,0.44,0.3,0.72,0.55,0.62,0.18,0.46,0.26
0.62,0.28,0.22,0.0,0.03,0.24,0.18,0.72,0.46,0.06,0.05,0.44,0.26
0.12,0.55,0.22,0.03,0.28,0.34,0.42,0.78,0.3,0.18,0.14,0.72,0.16
0.22,0.38,0.18,0.03,0.04,0.46,0.34,0.62,0.55,0.24,0.2,0.33,0.26
0.12,0.42,0.18,0.03,0.06,0.34,0.22,0.78,0.22,0.62,0.28,0.3,0.24
0.34,0.46,0.28,0.02,0.12,0.33,0.3,0.78,0.22,0.62,0.24,0.55,0.32
0.22,0.34,0.18,0.05,0.12,0.55,0.42,0.62,0.38,0.72,0.18,0.28,0.26
0.34,0.46,0.28,0.12,0.08,0.62,0.55,0.78,0.58,0.82,0.18,0.42,0.5
0.22,0.58,0.18,0.0,0.06,0.34,0.28,0.86,0.22,0.42,0.12,0.74,0.34
0.22,0.38,0.18,0.06,0.12,0.55,0.48,0.78,0.22,0.14,0.1,0.26,0.2
0.42,0.48,0.08,0.0,0.0,0.34,0.18,0.32,0.28,0.85,0.38,0.12,0.08
0.05,0.32,0.12,0.02,0.1,0.48,0.22,0.78,0.08,0.62,0.34,0.28,0.1
0.62,0.08,0.05,0.0,0.12,0.55,0.48,0.72,0.12,0.08,0.06,0.02,0.18
0.0,0.62,0.46,0.12,0.0,0.44,0.38,0.58,0.52,0.86,0.12,0.34,0.06
0.34,0.33,0.03,0.1,0.18,0.46,0.22,0.78,0.22,0.36,0.12,0.3,0.18
0.34,0.46,0.22,0.33,0.03,0.3,0.24,0.62,0.38,0.78,0.18,0.24,0.2
0.62,0.22,0.08,0.0,0.0,0.18,0.14,0.72,0.22,0.08,0.0,0.58,0.18
0.22,0.34,0.18,0.02,0.12,0.3,0.1,0.78,0.0,0.42,0.14,0.06,0.26
0.22,0.38,0.12,0.02,0.08,0.24,0.18,0.72,0.18,0.88,0.62,0.28,0.34
0.12,0.62,0.18,0.55,0.08,0.46,0.34,0.58,0.52,0.72,0.22,0.28,0.2
0.34,0.42,0.06,0.55,0.0,0.28,0.22,0.62,0.46,0.72,0.08,0.0,0.26
0.06,0.62,0.58,0.0,0.44,0.46,0.34,0.78,0.0,0.06,0.08,0.66,0.22
0.46,0.44,0.12,0.0,0.06,0.34,0.28,0.78,0.1,0.42,0.1,0.72,0.34
0.33,0.34,0.12,0.0,0.0,0.32,0.28,0.78,0.02,0.18,0.03,0.62,0.36
0.22,0.38,0.18,0.12,0.02,0.24,0.2,0.62,0.28,0.18,0.1,0.7,0.3
0.42,0.28,0.24,0.06,0.02,0.22,0.14,0.62,0.18,0.72,0.12,0.2,0.34
0.22,0.34,0.03,0.06,0.02,0.46,0.24,0.78,0.18,0.44,0.14,0.52,0.36
0.42,0.38,0.06,0.0,0.0,0.62,0.34,0.78,0.02,0.04,0.0,0.22,0.08
0.78,0.06,0.0,0.0,0.0,0.22,0.06,0.72,0.22,0.48,0.0,0.0,0.18
0.62,0.12,0.08,0.0,0.0,0.34,0.22,0.78,0.66,0.28,0.12,0.06,0.18
0.62,0.08,0.06,0.0,0.0,0.22,0.06,0.55,0.58,0.0,0.05,0.08,0.04
0.55,0.22,0.08,0.0,0.0,0.28,0.18,0.72,0.32,0.06,0.05,0.26,0.24
0.42,0.08,0.06,0.0,0.0,0.22,0.18,0.62,0.12,0.0,0.04,0.14,0.16
0.62,0.18,0.22,0.0,0.0,0.34,0.28,0.72,0.22,0.06,0.14,0.22,0.24
0.34,0.28,0.06,0.0,0.03,0.42,0.18,0.78,0.12,0.22,0.16,0.55,0.24
0.12,0.08,0.06,0.0,0.0,0.55,0.38,0.62,0.18,0.52,0.22,0.28,0.12
0.18,0.22,0.03,0.0,0.0,0.24,0.12,0.55,0.22,0.34,0.18,0.12,0.08
0.22,0.14,0.06,0.0,0.0,0.28,0.18,0.62,0.0,0.0,0.04,0.06,0.12
0.42,0.08,0.12,0.0,0.06,0.18,0.28,0.62,0.0,0.0,0.0,0.06,0.04
0.12,0.18,0.1,0.12,0.0,0.22,0.12,0.62,0.28,0.48,0.18,0.0,0.08
0.18,0.22,0.12,0.0,0.0,0.34,0.38,0.62,0.24,0.58,0.18,0.16,0.22
0.35,0.1,0.12,0.0,0.0,0.32,0.22,0.72,0.22,0.55,0.28,0.0,0.08
0.55,0.55,0.12,0.05,0.0,0.32,0.12,0.62,0.22,0.72,0.08,0.12,0.48
0.12,0.42,0.08,0.0,0.0,0.22,0.06,0.62,0.08,0.78,0.55,0.0,0.18
0.78,0.14,0.02,0.12,0.0,0.34,0.08,0.62,0.12,0.18,0.1,0.1,0.16
0.72,0.22,0.02,0.28,0.0,0.18,0.06,0.62,0.42,0.22,0.06,0.02,0.26
0.32,0.34,0.18,0.02,0.03,0.3,0.06,0.78,0.18,0.72,0.55,0.38,0.42
0.05,0.42,0.12,0.02,0.03,0.28,0.18,0.72,0.01,0.88,0.62,0.22,0.34
0.34,0.32,0.22,0.03,0.02,0.55,0.18,0.78,0.02,0.86,0.48,0.18,0.52
0.22,0.48,0.18,0.03,0.2,0.24,0.14,0.78,0.04,0.82,0.62,0.06,0.34
0.62,0.22,0.08,0.0,0.0,0.34,0.12,0.72,0.22,0.55,0.28,0.18,0.26
0.34,0.22,0.18,0.02,0.05,0.33,0.2,0.72,0.01,0.24,0.1,0.2,0.38
0.62,0.18,0.22,0.0,0.0,0.24,0.12,0.78,0.12,0.28,0.14,0.22,0.34
0.12,0.28,0.03,0.02,0.01,0.22,0.06,0.78,0.0,0.86,0.72,0.18,0.34
0.34,0.62,0.22,0.08,0.12,0.28,0.18,0.72,0.02,0.86,0.74,0.06,0.44
0.18,0.62,0.12,0.22,0.06,0.28,0.1,0.72,0.18,0.88,0.34,0.04,0.3
0.34,0.22,0.24,0.0,0.0,0.28,0.18,0.62,0.0,0.78,0.56,0.0,0.44
0.22,0.62,0.38,0.06,0.0,0.55,0.24,0.72,0.06,0.58,0.18,0.0,0.26
0.12,0.62,0.28,0.18,0.22,0.46,0.22,0.78,0.22,0.86,0.34,0.26,0.14
0.42,0.18,0.06,0.0,0.12,0.34,0.22,0.62,0.28,0.78,0.08,0.16,0.12
0.55,0.18,0.22,0.0,0.0,0.42,0.28,0.62,0.18,0.38,0.26,0.14,0.22
0.18,0.12,0.08,0.0,0.0,0.34,0.22,0.62,0.22,0.78,0.28,0.0,0.06
0.22,0.28,0.12,0.06,0.0,0.55,0.24,0.62,0.26,0.78,0.34,0.08,0.18
0.34,0.22,0.18,0.06,0.0,0.22,0.14,0.62,0.22,0.78,0.04,0.0,0.06
0.62,0.18,0.12,0.0,0.0,0.34,0.16,0.78,0.08,0.86,0.32,0.08,0.22
0.55,0.28,0.18,0.03,0.02,0.34,0.22,0.62,0.3,0.58,0.2,0.04,0.12
0.78,0.06,0.0,0.0,0.0,0.22,0.06,0.34,0.28,0.18,0.04,0.0,0.06
0.78,0.18,0.22,0.0,0.0,0.34,0.28,0.62,0.06,0.22,0.12,0.06,0.08
0.18,0.34,0.22,0.03,0.02,0.3,0.2,0.62,0.18,0.78,0.36,0.2,0.12
0.34,0.12,0.28,0.06,0.0,0.22,0.18,0.62,0.22,0.38,0.12,0.06,0.16
0.34,0.18,0.22,0.06,0.0,0.33,0.18,0.62,0.22,0.78,0.12,0.03,0.16
0.12,0.28,0.22,0.02,0.03,0.3,0.24,0.55,0.22,0.34,0.1,0.03,0.08
0.34,0.32,0.06,0.12,0.0,0.55,0.18,0.62,0.48,0.78,0.12,0.0,0.22
0.42,0.28,0.18,0.12,0.0,0.34,0.22,0.62,0.26,0.72,0.18,0.14,0.16
0.42,0.12,0.1,0.0,0.0,0.18,0.14,0.78,0.0,0.12,0.1,0.28,0.08
0.18,0.22,0.06,0.0,0.24,0.22,0.12,0.62,0.06,0.08,0.06,0.28,0.08
0.42,0.18,0.08,0.02,0.01,0.34,0.22,0.62,0.03,0.58,0.22,0.01,0.2
0.62,0.34,0.05,0.08,0.02,0.46,0.22,0.78,0.28,0.55,0.18,0.42,0.24
0.22,0.28,0.03,0.08,0.02,0.24,0.06,0.62,0.18,0.72,0.14,0.02,0.1
0.12,0.62,0.18,0.22,0.28,0.24,0.2,0.72,0.34,0.78,0.3,0.44,0.16
0.34,0.42,0.12,0.28,0.05,0.18,0.22,0.78,0.3,0.55,0.18,0.32,0.24
0.62,0.08,0.02,0.0,0.0,0.22,0.18,0.9,0.06,0.0,0.12,0.12,0.14
0.34,0.18,0.12,0.0,0.16,0.22,0.24,0.78,0.0,0.06,0.08,0.22,0.12
0.12,0.62,0.18,0.55,0.22,0.44,0.34,0.78,0.06,0.72,0.46,0.48,0.28
0.12,0.62,0.18,0.22,0.28,0.34,0.24,0.78,0.1,0.72,0.46,0.38,0.14
0.62,0.22,0.1,0.0,0.0,0.18,0.34,0.58,0.06,0.44,0.1,0.04,0.12
0.22,0.55,0.12,0.02,0.38,0.28,0.18,0.78,0.08,0.32,0.1,0.42,0.2
0.0,0.12,0.0,0.0,0.0,0.22,0.18,0.12,0.12,0.22,0.12,0.0,0.0
0.12,0.18,0.05,0.02,0.0,0.34,0.22,0.42,0.18,0.78,0.14,0.08,0.12
0.18,0.34,0.06,0.0,0.04,0.22,0.12,0.62,0.0,0.48,0.06,0.32,0.22
0.0,0.55,0.12,0.0,0.12,0.45,0.22,0.6,0.0,0.35,0.0,0.7,0.0
0.12,0.55,0.12,0.18,0.06,0.34,0.22,0.48,0.3,0.78,0.22,0.18,0.16
0.12,0.38,0.12,0.02,0.06,0.34,0.28,0.42,0.1,0.62,0.1,0.18,0.06
0.34,0.28,0.05,0.1,0.02,0.3,0.42,0.78,0.22,0.7,0.05,0.18,0.2
0.12,0.38,0.08,0.03,0.1,0.42,0.34,0.62,0.22,0.48,0.04,0.2,0.26
0.55,0.18,0.12,0.0,0.0,0.22,0.18,0.62,0.0,0.28,0.08,0.22,0.32
0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.7,0.0,0.3,0.0,0.6,0.0
0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.8,0.0,0.0,0.0
0.12,0.62,0.08,0.34,0.06,0.3,0.1,0.58,0.38,0.78,0.22,0.22,0.18
0.05,0.18,0.02,0.03,0.0,0.34,0.12,0.22,0.28,0.62,0.0,0.0,0.03
0.18,0.22,0.02,0.0,0.0,0.34,0.24,0.42,0.18,0.62,0.02,0.0,0.06
0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.2,0.0,0.7,0.1
0.22,0.12,0.03,0.0,0.0,0.18,0.12,0.62,0.0,0.55,0.22,0.12,0.06
0.12,0.18,0.06,0.0,0.0,0.12,0.18,0.9,0.12,0.0,0.12,0.32,0.22
0.0,0.62,0.34,0.46,0.0,0.22,0.18,0.78,0.0,0.12,0.28,0.55,0.24
0.1,0.2,0.0,0.0,0.0,0.4,0.3,0.7,0.0,0.4,0.1,0.7,0.3
0.34,0.06,0.08,0.0,0.0,0.12,0.14,0.62,0.12,0.38,0.06,0.22,0.12
0.62,0.12,0.06,0.0,0.0,0.28,0.34,0.52,0.06,0.48,0.08,0.18,0.14
0.34,0.12,0.08,0.03,0.0,0.18,0.12,0.62,0.38,0.28,0.14,0.0,0.06
0.22,0.14,0.18,0.03,0.04,0.24,0.2,0.46,0.2,0.34,0.08,0.06,0.06
0.32,0.22,0.08,0.0,0.0,0.18,0.14,0.72,0.18,0.48,0.06,0.26,0.12
0.12,0.0,0.0,0.0,0.0,0.34,0.18,0.62,0.0,0.08,0.0,0.12,0.22
0.34,0.22,0.06,0.18,0.02,0.3,0.24,0.62,0.22,0.58,0.06,0.01,0.18
0.32,0.18,0.22,0.06,0.0,0.34,0.28,0.62,0.18,0.58,0.22,0.0,0.16
0.05,0.18,0.12,0.06,0.02,0.22,0.28,0.72,0.06,0.55,0.04,0.32,0.06
0.32,0.22,0.08,0.12,0.0,0.34,0.28,0.62,0.12,0.72,0.18,0.0,0.14
0.12,0.62,0.34,0.28,0.22,0.46,0.3,0.72,0.34,0.78,0.18,0.16,0.1
0.34,0.28,0.22,0.06,0.02,0.33,0.3,0.78,0.06,0.86,0.18,0.12,0.14
0.22,0.18,0.24,0.0,0.0,0.34,0.42,0.78,0.0,0.12,0.06,0.22,0.18
0.08,0.42,0.28,0.22,0.02,0.55,0.48,0.78,0.18,0.82,0.22,0.32,0.26
0.34,0.52,0.46,0.12,0.28,0.44,0.38,0.72,0.22,0.78,0.26,0.18,0.3
0.42,0.34,0.28,0.0,0.06,0.46,0.38,0.78,0.22,0.62,0.22,0.44,0.36
0.18,0.62,0.22,0.38,0.05,0.44,0.28,0.72,0.55,0.42,0.18,0.1,0.16
0.62,0.22,0.08,0.03,0.0,0.24,0.18,0.72,0.0,0.34,0.12,0.06,0.2
0.22,0.18,0.03,0.0,0.04,0.18,0.24,0.78,0.0,0.02,0.06,0.34,0.12
0.42,0.28,0.18,0.0,0.0,0.22,0.24,0.78,0.0,0.26,0.06,0.34,0.18
0.12,0.78,0.62,0.46,0.18,0.58,0.44,0.86,0.34,0.82,0.22,0.2,0.18
0.03,0.72,0.68,0.06,0.22,0.34,0.38,0.86,0.1,0.88,0.44,0.36,0.06
0.18,0.72,0.46,0.06,0.34,0.3,0.28,0.86,0.04,0.78,0.44,0.32,0.22
0.34,0.42,0.38,0.02,0.03,0.22,0.28,0.72,0.18,0.26,0.12,0.44,0.3
0.12,0.28,0.08,0.06,0.18,0.52,0.46,0.78,0.18,0.14,0.22,0.12,0.16
0.22,0.62,0.18,0.05,0.06,0.55,0.28,0.72,0.22,0.78,0.12,0.04,0.34
0.12,0.62,0.08,0.28,0.22,0.3,0.06,0.78,0.18,0.0,0.06,0.55,0.22
0.0,0.78,0.22,0.0,0.32,0.24,0.18,0.86,0.18,0.12,0.18,0.92,0.12
0.18,0.62,0.55,0.22,0.12,0.34,0.46,0.72,0.58,0.02,0.1,0.52,0.24
0.22,0.58,0.46,0.44,0.06,0.62,0.38,0.72,0.34,0.78,0.24,0.3,0.36
0.06,0.72,0.18,0.62,0.08,0.66,0.22,0.78,0.34,0.86,0.32,0.28,0.18
0.42,0.55,0.28,0.08,0.12,0.34,0.3,0.78,0.3,0.62,0.32,0.58,0.26
0.34,0.3,0.18,0.22,0.03,0.3,0.16,0.78,0.42,0.28,0.1,0.22,0.12
0.62,0.12,0.18,0.0,0.0,0.22,0.14,0.58,0.34,0.28,0.12,0.22,0.2
0.12,0.22,0.14,0.18,0.02,0.55,0.24,0.62,0.38,0.88,0.1,0.08,0.2
0.34,0.22,0.18,0.03,0.02,0.55,0.32,0.62,0.28,0.86,0.38,0.08,0.3
0.62,0.18,0.22,0.0,0.0,0.46,0.18,0.72,0.34,0.86,0.18,0.04,0.22
0.12,0.62,0.05,0.78,0.03,0.52,0.18,0.74,0.58,0.86,0.34,0.48,0.16
0.0,0.62,0.28,0.05,0.06,0.44,0.33,0.72,0.22,0.78,0.34,0.55,0.06
0.22,0.48,0.28,0.12,0.18,0.52,0.24,0.62,0.34,0.78,0.56,0.18,0.22
0.05,0.55,0.0,0.35,0.0,0.15,0.1,0.35,0.3,0.35,0.15,0.0,0.0
0.82,0.08,0.0,0.0,0.0,0.12,0.14,0.62,0.28,0.55,0.06,0.22,0.18
0.32,0.28,0.06,0.0,0.08,0.22,0.18,0.62,0.18,0.55,0.06,0.48,0.06
0.62,0.08,0.03,0.01,0.0,0.18,0.14,0.55,0.28,0.46,0.02,0.0,0.12
0.78,0.08,0.02,0.0,0.0,0.22,0.18,0.62,0.0,0.55,0.05,0.0,0.22
0.62,0.18,0.12,0.0,0.0,0.22,0.08,0.72,0.08,0.78,0.12,0.22,0.18
0.72,0.08,0.0,0.0,0.0,0.12,0.06,0.62,0.48,0.18,0.06,0.22,0.14
0.52,0.22,0.06,0.05,0.02,0.24,0.2,0.62,0.02,0.58,0.06,0.14,0.12
0.72,0.06,0.04,0.0,0.0,0.22,0.18,0.62,0.12,0.48,0.04,0.22,0.12
0.62,0.12,0.22,0.0,0.0,0.28,0.24,0.58,0.14,0.46,0.04,0.0,0.12
0.55,0.18,0.02,0.0,0.0,0.22,0.12,0.62,0.18,0.58,0.18,0.32,0.06
0.05,0.28,0.22,0.0,0.0,0.22,0.18,0.62,0.12,0.72,0.05,0.42,0.03
0.22,0.18,0.12,0.0,0.08,0.24,0.14,0.62,0.18,0.78,0.04,0.0,0.12
0.34,0.18,0.06,0.0,0.0,0.22,0.12,0.62,0.12,0.3,0.14,0.0,0.08
0.42,0.12,0.03,0.0,0.0,0.18,0.22,0.62,0.05,0.55,0.18,0.0,0.22
0.78,0.18,0.12,0.0,0.22,0.34,0.24,0.62,0.58,0.52,0.08,0.14,0.46
0.62,0.12,0.08,0.0,0.0,0.18,0.22,0.78,0.22,0.55,0.12,0.0,0.28
0.22,0.34,0.12,0.08,0.28,0.18,0.26,0.62,0.22,0.3,0.14,0.06,0.18
0.42,0.12,0.14,0.08,0.0,0.18,0.22,0.62,0.08,0.28,0.02,0.06,0.16
0.22,0.38,0.12,0.08,0.06,0.18,0.2,0.72,0.34,0.78,0.1,0.24,0.26
0.62,0.18,0.06,0.0,0.0,0.22,0.12,0.78,0.28,0.12,0.04,0.22,0.18
0.22,0.38,0.03,0.42,0.02,0.18,0.2,0.72,0.4,0.62,0.1,0.01,0.26
0.34,0.14,0.06,0.0,0.08,0.12,0.12,0.62,0.22,0.38,0.12,0.0,0.22
0.22,0.34,0.08,0.03,0.28,0.18,0.16,0.72,0.22,0.62,0.24,0.18,0.26
0.42,0.18,0.06,0.08,0.0,0.22,0.14,0.62,0.22,0.55,0.06,0.06,0.18
0.55,0.25,0.02,0.0,0.0,0.32,0.18,0.62,0.28,0.72,0.03,0.02,0.22
0.42,0.18,0.02,0.14,0.0,0.22,0.12,0.62,0.28,0.72,0.08,0.22,0.26
0.78,0.08,0.01,0.0,0.0,0.18,0.03,0.72,0.28,0.22,0.12,0.12,0.34
0.0,0.62,0.34,0.52,0.0,0.48,0.44,0.58,0.22,0.66,0.46,0.0,0.08
0.03,0.62,0.58,0.06,0.08,0.55,0.42,0.78,0.0,0.48,0.22,0.4,0.18
